Date,EnsembleProb,FinalSig,FwdRet_1m
2007-10-31,0.12150308662995105,0,-0.018462883244021344
2007-11-30,0.8450013409583934,1,0.0029131829597663916
2007-12-31,0.1459118570141515,0,-0.006201510000000021
2008-01-31,0.060377374015599686,0,-0.005636756401189547
2008-02-29,0.061173719874065585,0,-0.012918865372843813
2008-03-31,0.8662639097088533,1,0.006941172455467326
2008-04-30,0.8570435014061624,1,0.004562976695990706
2008-05-31,0.15135887297543393,0,-0.0028538151119910093
2008-06-30,0.13881693542983073,0,-0.0013835103242472169
2008-07-31,0.1824239748369471,0,-0.010551989672935136
2008-08-31,0.09564142485653743,0,-0.02267625889571212
2008-09-30,0.06893795085129634,0,-0.02848499650850289
2008-10-31,0.11246839600244034,0,-0.011210247965497966
2008-11-30,0.1307361999803384,0,-0.03330122178342665
2008-12-31,0.873125559592263,1,0.015079309999999957
2009-01-31,0.9276976944830836,1,0.0017555574056571377
2009-02-28,0.9250404982191506,1,0.007071544287444276
2009-03-31,0.8928826330584355,1,0.022390725581428628
2009-04-30,0.9002416026617208,1,0.03197252627384328
2009-05-31,0.934545504893928,1,0.018297236954659013
2009-06-30,0.9764238455007084,1,0.02458638952151415
2009-07-31,0.9942581034352561,1,0.005903532263741074
2009-08-31,0.9891732805439282,1,0.0036564045566556125
2009-09-30,0.9745415586197942,1,0.012013581014528096
2009-10-31,0.9470665045712291,1,0.0003233081892053402
2009-11-30,0.96660807837746,1,0.004131481835691231
2009-12-31,0.9516991552821402,1,0.008355890000000255
2010-01-31,0.9101242487456577,1,0.0023207877528239607
2010-02-28,0.899709325096572,1,0.004762401025265817
2010-03-31,0.2225577473668095,0,-0.0035378106442164325
2010-04-30,0.19122356809253316,0,-0.014966152402678401
2010-05-31,0.8894349324845724,1,0.003618610040931669
2010-06-30,0.891503722015939,1,0.006914618253343052
2010-07-31,0.2062744882614972,0,-0.0053049231586652645
2010-08-31,0.9010226041978421,1,0.00921199110013915
2010-09-30,0.21024200252953956,0,-0.0004230788153769538
2010-10-31,0.9438258992697031,1,0.0003946851845213484
2010-11-30,0.9528792545771715,1,0.00444545596210788
2010-12-31,0.9164318085203926,1,0.005370450000000027
2011-01-31,0.9129657977584525,1,0.004852022456001137
2011-02-28,0.1780694155767499,0,-0.005335934515044438
2011-03-31,0.9070301033032034,1,0.0035086254135174855
2011-04-30,0.9356993323404622,1,0.00023462301914922712
2011-05-31,0.18233034498595116,0,-0.0012489240622661768
2011-06-30,0.9026035113072887,1,0.00036355406755683717
2011-07-31,0.14567679046331375,0,-0.01715059234660965
2011-08-31,0.1442781454524251,0,-0.001661861412401211
2011-09-30,0.8304101101256736,1,0.0029737126592190855
2011-10-31,0.1943855683661679,0,-0.0043099386267354545
2011-11-30,0.8876323558034596,1,0.00463274755955867
2011-12-31,0.9388204719127307,1,0.007149979999999889
2012-01-31,0.9449558087227651,1,0.005733932497322902
2012-02-29,0.8888329309205079,1,0.007386697598344094
2012-03-31,0.19728572098135108,0,-0.0028070071799185525
2012-04-30,0.211286554809695,0,-0.007127385768218919
2012-05-31,0.8799838274544767,1,0.0009879931845730994
2012-06-30,0.9281353669367846,1,0.006942993806129394
2012-07-31,0.9459477374184094,1,0.007202964441374915
2012-08-31,0.9081728374769333,1,0.0055923066929362
2012-09-30,0.9000366534009099,1,0.0028570445977129655
2012-10-31,0.9354111827919329,1,0.0029978812216640005
2012-11-30,0.9405107553335472,1,0.00367285261908723
2012-12-31,0.9278042808710656,1,0.005325279999999877
2013-01-31,0.8787609811578876,1,0.0028561899885775066
2013-02-28,0.9214834823881619,1,0.003526375429048212
2013-03-31,0.2049513783023771,0,-0.0003529521207944475
2013-04-30,0.8712684970718286,1,0.004314239841005207
2013-05-31,0.1895318142158599,0,-0.0039053780374866953
2013-06-30,0.8931635174467776,1,0.0030570433623200444
2013-07-31,0.21675127002114816,0,-0.0008838937454187512
2013-08-31,0.13615130568892925,0,-0.0003522134565424606
2013-09-30,0.9328502051205694,1,0.002869083700581143
2013-10-31,0.9390630311440524,1,0.003440509376512191
2013-11-30,0.9597645229283098,1,0.002561762927859368
2013-12-31,0.9412948057521886,1,0.001968600000000098
2014-01-31,0.9113617794918524,1,0.0034953490558486955
2014-02-28,0.9534061930363937,1,0.0027458678239327128
2014-03-31,0.9639430772830939,1,0.0011831208801880155
2014-04-30,0.9441123209697853,1,0.0017316697400018288
2014-05-31,0.9416916800829194,1,0.0011767526486603508
2014-06-30,0.8553129448857039,1,0.0009709269447730762
2014-07-31,0.14913090440619473,0,-0.0006257096543782481
2014-08-31,0.10630339413735632,0,-0.00022122789698408862
2014-09-30,0.0676516280971272,0,-0.003276732458767806
2014-10-31,0.7616244872432926,1,0.0017122988191331512
2014-11-30,0.16761492543558848,0,-0.0021595954842708043
2014-12-31,0.16340806084742654,0,-0.0020954899999999776
2015-01-31,0.7888502080978043,1,0.004086272743671682
2015-02-28,0.8987141471643593,1,0.0013620201763659967
2015-03-31,0.9095587347046258,1,0.0027091825286273963
2015-04-30,0.9137523024154246,1,0.0002529855943036452
2015-05-31,0.22438274753999765,0,-0.003702521140125592
2015-06-30,0.10592202454096533,0,-0.003403302547884346
2015-07-31,0.13182185826634119,0,-0.0059253689664399145
2015-08-31,0.09625296346547449,0,-0.00023399687216185683
2015-09-30,0.8618260270070865,1,0.0005695504959815079
2015-10-31,0.9066720367037449,1,0.004339497519258995
2015-11-30,0.15173966256161786,0,-0.004760939407118525
2015-12-31,0.11327143072702417,0,-0.009392210000000012
2016-01-31,0.1250465516498441,0,-0.002803713061856783
2016-02-29,0.8374928887943154,1,0.01745994031505882
2016-03-31,0.8755152047043797,1,0.013871631657753847
2016-04-30,0.21415705279818978,0,-0.0034716003692725206
2016-05-31,0.16078189730965528,0,-0.0014736544253537431
2016-06-30,0.899609880374472,1,0.00653346401760424
2016-07-31,0.9384371917042996,1,0.004294154554604246
2016-08-31,0.9700117079592319,1,0.0020828428016907985
2016-09-30,0.9754611400478513,1,0.0037147649644995173
2016-10-31,0.903526749531596,1,0.006296502414515626
2016-11-30,0.9559801106736654,1,0.005255866024662881
2016-12-31,0.9543548356622269,1,0.004935839999999914
2017-01-31,0.9456212368127552,1,0.003987926234176431
2017-02-28,0.9680732563769521,1,0.0015066553036247043
2017-03-31,0.9260401647714518,1,0.005217921857213259
2017-04-30,0.20995542004548393,0,-0.004203739534314299
2017-05-31,0.8803889915796408,1,0.004810600642803475
2017-06-30,0.8597595379617441,1,0.003440942628224475
2017-07-31,0.2040550368933832,0,-0.0017798079915568588
2017-08-31,0.9365963859980271,1,0.0019372326712872034
2017-09-30,0.9475319018216453,1,0.004715956238385388
2017-10-31,0.9084863022202311,1,0.0020438304644627703
2017-11-30,0.9611071290843984,1,0.00310622104475633
2017-12-31,0.9678070327105627,1,0.006174979999999941
2018-01-31,0.1442352712999782,0,-0.0038765424280378102
2018-02-28,0.16576537915005485,0,-0.003996300414706666
2018-03-31,0.7875792266688025,1,0.0036256956803963902
2018-04-30,0.1778231458393257,0,-0.0016166369326537922
2018-05-31,0.848601681205067,1,0.00012715581543054633
2018-06-30,0.8936502545322252,1,0.002409945589248119
2018-07-31,0.9535956090375598,1,0.001360311700279393
2018-08-31,0.9322951740871938,1,0.0010397232519325783
2018-09-30,0.24672612857829368,0,-0.002860661307999335
2018-10-31,0.11658496531432143,0,-0.008792100529128044
2018-11-30,0.11286456208185974,0,-0.008323911762949887
2018-12-31,0.84085428083388,1,0.011795070000000019
2019-01-31,0.8558588000299643,1,0.004006265814281873
2019-02-28,0.9133356374404906,1,0.0007288783065595439
2019-03-31,0.9240110069704228,1,0.006507910148390028
2019-04-30,0.2205706478763239,0,-0.0023512690600999697
2019-05-31,0.8840097936168434,1,0.008695785828799929
2019-06-30,0.8671648291526065,1,0.004836143993335318
2019-07-31,0.20195895669364985,0,-0.0077277712287908695
2019-08-31,0.8827889492682031,1,0.004588277485767733
2019-09-30,0.9097349109912244,1,0.000964357722156306
2019-10-31,0.9004534237990324,1,0.006588503097257226
2019-11-30,0.9044780293610327,1,0.006246716479782588
2019-12-31,0.1946208800526387,0,-8.019999999886451e-06
2020-01-31,0.17958739972266421,0,-0.00802450435652513
2020-02-29,0.182088616454078,0,-0.07476894858878136
2020-03-31,0.24377826263842672,0,0.03319019127027545
2020-04-30,0.7856368510715033,1,0.004566695818272182
2020-05-31,0.779038416714572,1,0.02198428136332753
2020-06-30,0.8052537773984253,1,0.014525169527797255
2020-07-31,0.8212435963187732,1,0.005248025589002392
2020-08-31,0.8034982148403174,1,-0.004994472319314713
2020-09-30,0.7475437702835065,1,-0.00037281145101852875
2020-10-31,0.8289909246933217,1,0.01643640307063321
2020-11-30,0.8146572760484737,1,0.0072997683444857575
2020-12-31,0.9568565397964482,1,0.005139989999999983
2021-01-31,0.8931470015407481,1,0.004378972127056624
2021-02-28,0.8793917690591568,1,-0.0027465439334553032
2021-03-31,0.7725054935482745,1,0.0008432820598556212
2021-04-30,0.8903606196399374,1,0.001638567865188012
2021-05-31,0.6939885939371967,1,0.0020092864065264227
2021-06-30,0.5715183913434563,1,2.3435259606241488e-06
2021-07-31,0.7621049718607326,1,0.0005831114009564597
2021-08-31,0.791983211692747,1,0.0024214915169424867
2021-09-30,0.8129297539173066,1,0.0038544509507285607
2021-10-31,0.8461337198082889,1,-0.00275059510508191
2021-11-30,0.2861762002859189,0,0.0019969315020034184
2021-12-31,0.6389148258038281,1,-0.004866480000000006
2022-01-31,0.33379618212924284,0,-0.007753612801626675
2022-02-28,0.5462680086641805,0,0.0023853128651825095
2022-03-31,0.609814048505005,1,-0.0073594353872720175
2022-04-30,0.39024376429191693,0,-0.0016796833209604678
2022-05-31,0.6008326005057913,0,0.0006140460432579875
2022-06-30,0.4627362089672111,0,0.0029079900266626435
2022-07-31,0.855548250963299,1,0.004590525115036659
2022-08-31,0.8989307218019128,1,-0.006385604286463731
2022-09-30,0.6480585843632267,0,-0.001485741879488356
2022-10-31,0.5246192508504328,0,0.00917950974686721
2022-11-30,0.8156060273806883,1,0.0017823234217748674
2022-12-31,0.8219104661842229,1,0.00829459999999993
2023-01-31,0.8441846620793451,1,0.002674327522928399
2023-02-28,0.8651006211963777,1,-0.008526593275384964
2023-03-31,0.7944005589318933,1,0.006957405383317017
2023-04-30,0.7968665157349575,1,0.0025713019546247384
2023-05-31,0.8912175654798321,1,0.005614749719901724
2023-06-30,0.8606433321158391,1,0.005320139460059936
2023-07-31,0.8650897323872196,1,-0.0014781106712297154
2023-08-31,0.8526037844227194,1,0.0014410142575764784
2023-09-30,0.8325315197946747,1,-0.0012421168036719221
2023-10-31,0.7810772037395887,1,0.007708836302218192
2023-11-30,0.7199022610583519,1,0.0064716318660891226
2023-12-31,0.7442101042468565,1,0.004507279999999891
2024-01-31,0.8215250510232992,1,0.0060507774518072655
2024-02-29,0.859362931567073,1,6.085582105153087e-05
2024-03-31,0.6286185378685751,0,0.00263771667893109
2024-04-30,0.7700019850139875,1,0.0004512921150505722
2024-05-31,0.7024314166822522,1,-0.001081764182924716
2024-06-30,0.8194490872624246,1,0.0016858053338368872
2024-07-31,0.8369016481800856,1,-0.002450510579640186
2024-08-31,0.42792832821474114,0,0.007144864056950251
2024-09-30,0.4280689819049676,0,0.004807459547583992
2024-10-31,0.3757686803439225,0,0.006688876824500811
2024-11-30,0.6983950016611753,1,0.001439691664984366
2024-12-31,0.44709027480764474,0,-0.0009873200000001248
2025-01-31,0.8138656107938862,1,-0.0018858118998049678
2025-02-28,0.6603588225247241,0,-0.0002817790637723583
2025-03-31,0.5592309440768188,0,0.00023517131643058242
2025-04-30,0.5400260325409236,0,0.008551030281666039
2025-05-31,0.5533761708358155,0,0.004366710309572142
2025-06-30,0.5408120348492375,0,0.005606418783566269
2025-07-31,0.7808236308416443,1,-0.002457392442436146
